date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:34:58	11003/11003	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Nov%202016%2001:05:26%20GMT	https://premiumlayers.com/html/vcard2/resume.html	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/resume.html	(from https://premiumlayers.com/html/vcard2/?storefront=envato-elements)
10:34:58	10354/10354	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Nov%202016%2001:05:26%20GMT	https://premiumlayers.com/html/vcard2/portfolio.html	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/portfolio.html	(from https://premiumlayers.com/html/vcard2/?storefront=envato-elements)
10:35:00	11083/11083	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Nov%202016%2001:05:24%20GMT	https://premiumlayers.com/html/vcard2/blog.html	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/blog.html	(from https://premiumlayers.com/html/vcard2/?storefront=envato-elements)
10:35:01	6592/6592	---M--	200	added ('OK')	text/html	date:Fri,%2019%20May%202017%2012:27:58%20GMT	https://premiumlayers.com/html/vcard2/contact.html	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/contact.html	(from https://premiumlayers.com/html/vcard2/?storefront=envato-elements)
10:35:09	36816/36816	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202016%2001:06:26%20GMT	https://premiumlayers.com/html/vcard2/js/bootstrap.min.js	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/js/bootstrap.min.js	(from https://premiumlayers.com/html/vcard2/?storefront=envato-elements)
10:35:09	11388/11388	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202016%2001:06:28%20GMT	https://premiumlayers.com/html/vcard2/js/counter.js	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/js/counter.js	(from https://premiumlayers.com/html/vcard2/?storefront=envato-elements)
10:35:11	86059/86059	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:06%20GMT	https://premiumlayers.com/html/vcard2/images/avatar.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/avatar.png	(from https://premiumlayers.com/html/vcard2/?storefront=envato-elements)
10:35:12	96294/96294	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Oct%202018%2014:17:08%20GMT	https://premiumlayers.com/html/vcard2/js/jquery-1.11.0.min.js	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/js/jquery-1.11.0.min.js	(from https://premiumlayers.com/html/vcard2/?storefront=envato-elements)
10:35:12	21506/21506	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Oct%202018%2014:21:34%20GMT	https://premiumlayers.com/html/vcard2/js/jquery.prettyPhoto.js	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/js/jquery.prettyPhoto.js	(from https://premiumlayers.com/html/vcard2/?storefront=envato-elements)
10:35:14	3735/3735	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202016%2001:06:32%20GMT	https://premiumlayers.com/html/vcard2/js/main.js	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/js/main.js	(from https://premiumlayers.com/html/vcard2/?storefront=envato-elements)
10:35:16	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2010%20Nov%202016%2001:05:46%20GMT	https://premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regular.eot	(from https://premiumlayers.com/html/vcard2/css/bootstrap.min.css)
10:35:18	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2010%20Nov%202016%2001:05:46%20GMT	https://premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regulard41d.eot	(from https://premiumlayers.com/html/vcard2/css/bootstrap.min.css)
10:35:20	18028/18028	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Nov%202016%2001:05:48%20GMT	https://premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regular.woff2	(from https://premiumlayers.com/html/vcard2/css/bootstrap.min.css)
10:35:21	23424/23424	---M--	200	added ('OK')	font/woff	date:Thu,%2010%20Nov%202016%2001:05:48%20GMT	https://premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regular.woff	(from https://premiumlayers.com/html/vcard2/css/bootstrap.min.css)
10:35:23	45404/45404	---M--	200	added ('OK')	font/ttf	date:Thu,%2010%20Nov%202016%2001:05:48%20GMT	https://premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regular.ttf	(from https://premiumlayers.com/html/vcard2/css/bootstrap.min.css)
10:35:35	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2010%20Nov%202016%2001:05:48%20GMT	https://premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/glyphicons-halflings-regular.svg	(from https://premiumlayers.com/html/vcard2/css/bootstrap.min.css)
10:35:35	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2010%20Nov%202016%2001:05:40%20GMT	https://premiumlayers.com/html/vcard2/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/fontawesome-webfontd41d.eot	(from https://premiumlayers.com/html/vcard2/css/font-awesome.min.css)
10:35:35	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2010%20Nov%202016%2001:05:40%20GMT	https://premiumlayers.com/html/vcard2/fonts/fontawesome-webfont.eot?v=4.4.0	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/fontawesome-webfont93e3.eot	(from https://premiumlayers.com/html/vcard2/css/font-awesome.min.css)
10:35:36	64464/64464	---M--	200	added ('OK')	font/woff2	date:Thu,%2010%20Nov%202016%2001:05:44%20GMT	https://premiumlayers.com/html/vcard2/fonts/fontawesome-webfont.woff2?v=4.4.0	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/fontawesome-webfont93e3.woff2	(from https://premiumlayers.com/html/vcard2/css/font-awesome.min.css)
10:35:38	81284/81284	---M--	200	added ('OK')	font/woff	date:Thu,%2010%20Nov%202016%2001:05:42%20GMT	https://premiumlayers.com/html/vcard2/fonts/fontawesome-webfont.woff?v=4.4.0	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/fontawesome-webfont93e3.woff	(from https://premiumlayers.com/html/vcard2/css/font-awesome.min.css)
10:35:38	6682/6682	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:48%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/default/sprite.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/default/sprite.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:39	1097/1097	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:48%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/default/sprite_x.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/default/sprite_x.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:40	1162/1162	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:48%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/default/sprite_y.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/default/sprite_y.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:41	1358/1358	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:48%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/default/sprite_next.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/default/sprite_next.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:41	1376/1376	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:48%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/default/sprite_prev.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/default/sprite_prev.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:42	1537/1537	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:46%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/default/default_thumb.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/default/default_thumb.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:43	138204/138204	---M--	200	added ('OK')	font/ttf	date:Thu,%2010%20Nov%202016%2001:05:44%20GMT	https://premiumlayers.com/html/vcard2/fonts/fontawesome-webfont.ttf?v=4.4.0	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/fontawesome-webfont93e3.ttf	(from https://premiumlayers.com/html/vcard2/css/font-awesome.min.css)
10:35:45	6331/6331	---M--	200	added ('OK')	image/gif	date:Thu,%2010%20Nov%202016%2001:06:48%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/default/loader.gif	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/default/loader.gif	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:46	4099/4099	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:56%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/light_rounded/sprite.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/light_rounded/sprite.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:46	1411/1411	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:54%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/light_rounded/btnNext.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/light_rounded/btnNext.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:47	1442/1442	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:54%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/light_rounded/btnPrevious.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/light_rounded/btnPrevious.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:48	4076/4076	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:40%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/dark_rounded/sprite.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/dark_rounded/sprite.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:48	130/130	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:40%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/dark_rounded/contentPattern.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/dark_rounded/contentPattern.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:48	1411/1411	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:40%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/dark_rounded/btnNext.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/dark_rounded/btnNext.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:49	1442/1442	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:40%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/dark_rounded/btnPrevious.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/dark_rounded/btnPrevious.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:49	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2010%20Nov%202016%2001:06:40%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/dark_rounded/loader.gif	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/dark_rounded/loader.gif	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:50	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2010%20Nov%202016%2001:06:44%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/dark_square/loader.gif	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/dark_square/loader.gif	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:50	3507/3507	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:44%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/dark_square/sprite.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/dark_square/sprite.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:52	1411/1411	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:44%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/dark_square/btnNext.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/dark_square/btnNext.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:53	1442/1442	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:44%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/dark_square/btnPrevious.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/dark_square/btnPrevious.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:54	3507/3507	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:07:00%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/light_square/sprite.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/light_square/sprite.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:54	1411/1411	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:58%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/light_square/btnNext.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/light_square/btnNext.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:55	1442/1442	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:58%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/light_square/btnPrevious.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/light_square/btnPrevious.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:56	4227/4227	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:54%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/sprite.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/sprite.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:56	142/142	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:52%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/contentPatternTop.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/contentPatternTop.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:57	137/137	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:52%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/contentPatternLeft.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/contentPatternLeft.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:57	355981/355981	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2010%20Nov%202016%2001:05:42%20GMT	https://premiumlayers.com/html/vcard2/fonts/fontawesome-webfont.svg?v=4.4.0	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/fonts/fontawesome-webfont93e3.svg	(from https://premiumlayers.com/html/vcard2/css/font-awesome.min.css)
10:35:57	136/136	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:52%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/contentPatternRight.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/contentPatternRight.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:58	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2010%20Nov%202016%2001:06:52%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/loader.gif	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/loader.gif	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:59	845/845	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:50%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/btnNext.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/btnNext.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:35:59	828/828	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:50%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/btnPrevious.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/btnPrevious.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:36:00	142/142	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:52%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/contentPatternBottom.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/contentPatternBottom.png	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:36:01	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2010%20Nov%202016%2001:06:52%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/default_thumbnail.gif	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/facebook/default_thumbnail.gif	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:36:02	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2010%20Nov%202016%2001:06:56%20GMT	https://premiumlayers.com/html/vcard2/images/prettyPhoto/light_rounded/loader.gif	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/prettyPhoto/light_rounded/loader.gif	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:36:02	756/756	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2010%20Nov%202016%2001:06:12%20GMT	https://premiumlayers.com/html/vcard2/images/cd-icon-close.svg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/cd-icon-close.svg	(from https://premiumlayers.com/html/vcard2/css/main.css)
10:36:12	97801/97801	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2001:06:38%20GMT	https://premiumlayers.com/html/vcard2/images/bg/bg.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/bg/bg.jpg	(from https://premiumlayers.com/html/vcard2/css/style.css)
10:36:31	180269/180269	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2003:34:17%20GMT	https://premiumlayers.com/html/vcard2/images/bg/testi-bg.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/bg/testi-bg.40.delayed	(from https://premiumlayers.com/html/vcard2/css/style.css)
10:36:59	180271/180271	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2003:34:43%20GMT	https://premiumlayers.com/html/vcard2/images/bg/testi-bg-2.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/bg/testi-bg-2.41.delayed	(from https://premiumlayers.com/html/vcard2/css/style.css)
10:37:02	14110/14110	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202016%2001:06:06%20GMT	https://premiumlayers.com/html/vcard2/images/avatar-small.png	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/avatar-small.png	(from https://premiumlayers.com/html/vcard2/resume.html)
10:37:05	15011/15011	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2001:06:14%20GMT	https://premiumlayers.com/html/vcard2/images/img-1.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/img-1.jpg	(from https://premiumlayers.com/html/vcard2/portfolio.html)
10:37:05	5043/5043	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Nov%202016%2001:05:26%20GMT	https://premiumlayers.com/html/vcard2/portfolio-detail.html	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/portfolio-detail.html	(from https://premiumlayers.com/html/vcard2/portfolio.html)
10:37:06	18161/18161	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2001:06:20%20GMT	https://premiumlayers.com/html/vcard2/images/img-8.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/img-8.jpg	(from https://premiumlayers.com/html/vcard2/portfolio.html)
10:37:06	27802/27802	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2001:06:18%20GMT	https://premiumlayers.com/html/vcard2/images/img-2.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/img-2.jpg	(from https://premiumlayers.com/html/vcard2/portfolio.html)
10:37:08	20751/20751	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2001:06:18%20GMT	https://premiumlayers.com/html/vcard2/images/img-4.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/img-4.jpg	(from https://premiumlayers.com/html/vcard2/portfolio.html)
10:37:10	20350/20350	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2001:06:18%20GMT	https://premiumlayers.com/html/vcard2/images/img-3.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/img-3.jpg	(from https://premiumlayers.com/html/vcard2/portfolio.html)
10:37:10	15807/15807	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2001:06:18%20GMT	https://premiumlayers.com/html/vcard2/images/img-5.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/img-5.jpg	(from https://premiumlayers.com/html/vcard2/portfolio.html)
10:37:11	16825/16825	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2001:06:20%20GMT	https://premiumlayers.com/html/vcard2/images/img-7.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/img-7.jpg	(from https://premiumlayers.com/html/vcard2/portfolio.html)
10:37:11	33670/33670	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2001:06:20%20GMT	https://premiumlayers.com/html/vcard2/images/img-6.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/img-6.jpg	(from https://premiumlayers.com/html/vcard2/portfolio.html)
10:37:13	15902/15902	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2001:06:20%20GMT	https://premiumlayers.com/html/vcard2/images/img-9.jpg	C:/My%20Web%20Sites/CV_Web/premiumlayers.com/html/vcard2/images/img-9.jpg	(from https://premiumlayers.com/html/vcard2/portfolio.html)
